,Ref_DOI_number,Ref_publication_date,Ref_journal,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,JV_light_intensity,Perovskite_band_gap,Perovskite_composition_short_form,Cell_architecture,DOI,Citations,Journal,Publication_date
6188,10.1002/advs.201700811,2018-01-31,Advanced Science,1.08,22.4,0.779,18.9,100.0,,CsFAPbBrI,nip,10.1002/advs.201700811,35,Advanced Science,2018-01-31
6189,10.1039/c8tc02507j,2018-07-16,Journal of Materials Chemistry C,1.04,23.16,0.78,18.9,100.0,,FAMAPbI,pin,10.1039/c8tc02507j,27,Journal of Materials Chemistry C,2018-07-16
6190,10.1039/c8ta03541e,2018-06-02,Journal of Materials Chemistry A,0.93,19.6,0.51,18.9,100.0,1.6,MAPbI,pin,10.1039/c8ta03541e,30,Journal of Materials Chemistry A,2018-06-02
6191,10.1039/c7ta11345e,2018-04-11,Journal of Materials Chemistry A,1.13,23.51,0.769,18.9,100.0,,FAMAPbBrI,nip,10.1039/c7ta11345e,32,Journal of Materials Chemistry A,2018-04-11
6192,10.1039/c5ee01179e,2015-06-23,Energy & Environmental Science,1.1,21.96,0.78,18.9,100.0,1.6,MAPbI,pin,10.1039/c5ee01179e,220,Energy & Environmental Science,2015-06-23
6193,10.1021/acsaem.8b00400,2018-05-17,ACS Applied Energy Materials,1.02,22.69,0.82,18.91,100.0,1.6,MAPbI,pin,10.1021/acsaem.8b00400,14,ACS Applied Energy Materials,2018-05-17
6194,10.1016/j.solener.2017.05.089,2017-06-22,Solar Energy,1.107,22.989,0.747,18.91,100.0,,CsFAMAPbBrI,nip,10.1016/j.solener.2017.05.089,32,Solar Energy,2017-06-22
6195,10.1039/c8ta00769a,2018-02-24,Journal of Materials Chemistry A,1.1,22.77,0.76,18.91,100.0,1.6,MAPbI,nip,10.1039/c8ta00769a,62,Journal of Materials Chemistry A,2018-02-23
6196,10.1039/c8ta09433k,2018-11-15,Journal of Materials Chemistry A,1.11,22.04,0.77,18.92,100.0,,CsFAMAPbBrI,nip,10.1039/c8ta09433k,44,Journal of Materials Chemistry A,2018-11-15
6197,10.1039/c6ee00056h,2016-02-22,Energy & Environmental Science,1.14,24.1,0.69,18.93,100.0,1.55,FAMAPbBrI,nip,10.1039/c6ee00056h,303,Energy & Environmental Science,2016-02-22
6198,10.1021/acssuschemeng.8b03604,2018-10-15,ACS Sustainable Chemistry & Engineering,1.09,22.6,0.769,18.93,100.0,,(NH4)FAMAPbBrI,nip,10.1021/acssuschemeng.8b03604,3,ACS Sustainable Chemistry & Engineering,2018-10-15
6199,10.1021/acsnano.8b02079,2018-05-04,ACS Nano,1.082,23.18,0.755,18.94,100.0,,FAMAPbBrI,nip,10.1021/acsnano.8b02079,82,ACS Nano,2018-05-04
6200,10.1021/acs.nanolett.6b02473,2016-08-08,Nano Letters,1.11,22.92,0.74,18.94,100.0,1.594,MAPbBrI,nip,10.1021/acs.nanolett.6b02473,75,Nano Letters,2016-08-08
6201,10.1021/acsami.8b12675,2018-09-26,ACS Applied Materials & Interfaces,1.056,22.03,0.81,18.94,100.0,1.5,MAPbI,pin,10.1021/acsami.8b12675,17,ACS Applied Materials & Interfaces,2018-09-26
6202,10.1016/j.solener.2019.04.098,2019-05-10,Solar Energy,1.128,22.55,0.7659999999999999,18.94,100.0,,FAMAPbBrI,nip,10.1016/j.solener.2019.04.098,18,Solar Energy,2019-05-10
6203,10.1002/smll.201702260,2017-09-20,Small,1.097,22.32,0.753,18.95,100.0,,FAMAPbBrI,nip,10.1002/smll.201702260,14,Small,2017-09-20
6204,10.1002/adma.201907058,2020-02-07,Advanced Materials,0.7979999999999999,30.0,0.789,18.95,100.0,,CsFAMAPbSnI,pin,10.1002/adma.201907058,74,Advanced Materials,2020-02-07
6205,10.1039/c9ta00551j,2019-02-18,Journal of Materials Chemistry A,1.06,23.7,0.76,18.95,100.0,,CsFAMAPbBrI,nip,10.1039/c9ta00551j,30,Journal of Materials Chemistry A,2019-02-18
6206,10.1021/acsami.9b13952,2019-10-09,ACS Applied Materials & Interfaces,1.102,21.76,0.7909999999999999,18.96,100.0,1.6,MAPbI,pin,10.1021/acsami.9b13952,28,ACS Applied Materials & Interfaces,2019-10-09
6207,10.1021/acsenergylett.7b01221,2018-01-02,ACS Energy Letters,1.071,22.34,0.792,18.96,100.0,,FAMAPbI,nip,10.1021/acsenergylett.7b01221,111,ACS Energy Letters,2018-01-02
6208,10.1021/jacs.8b13423,2019-03-25,Journal of the American Chemical Society,1.108,22.07,0.775,18.96,100.0,1.55,MAPbI,nip,10.1021/jacs.8b13423,20,Journal of the American Chemical Society,2019-03-25
6209,10.1002/advs.201802040,2019-01-21,Advanced Science,1.09,22.99,0.7559999999999999,18.96,100.0,1.6,MAPbI,nip,10.1002/advs.201802040,39,Advanced Science,2019-01-21
6210,10.1021/acsenergylett.9b00930,2019-06-26,ACS Energy Letters,1.08,22.81,0.77,18.97,100.0,1.6,FAMAPbI | TAPbI,nip,10.1021/acsenergylett.9b00930,63,ACS Energy Letters,2019-06-26
6211,10.1039/c8ta07368f,2018-10-11,Journal of Materials Chemistry A,1.11,23.48,0.74,18.97,100.0,1.6,CsFAMAPbBrI,nip,10.1039/c8ta07368f,51,Journal of Materials Chemistry A,2018-10-11
6212,10.1016/j.jpowsour.2019.226914,2019-07-24,Journal of Power Sources,1.08,23.37,0.75,18.97,100.0,1.6,MAPbBrI,nip,10.1016/j.jpowsour.2019.226914,4,Journal of Power Sources,2019-07-24
6213,10.1002/adfm.201705875,2017-12-18,Advanced Functional Materials,1.07,24.31,0.74,18.97,100.0,1.6,MAPbI,nip,10.1002/adfm.201705875,141,Advanced Functional Materials,2017-12-18
6214,10.1002/cssc.201803025,2019-01-22,ChemSusChem,1.06,21.79,0.78,18.98,100.0,1.6,MAPbI,nip,10.1002/cssc.201803025,17,ChemSusChem,2019-01-22
6215,10.1016/j.apsusc.2018.04.230,2018-04-30,Applied Surface Science,1.09,22.58,0.7909999999999999,18.98,100.0,,FAMAPbBrI,pin,10.1016/j.apsusc.2018.04.230,13,Applied Surface Science,2018-04-30
6216,10.1007/s10853-018-2571-2,2018-07-02,Journal of Materials Science,1.1,23.28,0.743,18.98,100.0,1.6,MAPbI,nip,10.1007/s10853-018-2571-2,6,Journal of Materials Science,2018-07-02
6217,10.1016/j.solener.2019.02.020,2019-02-13,Solar Energy,1.08,22.0,0.799,18.98,100.0,1.62,MAPbI,pin,10.1016/j.solener.2019.02.020,23,Solar Energy,2019-02-13
6218,10.1007/s10854-019-01446-2,2019-05-07,Journal of Materials Science: Materials in Electronics,1.07,23.21,0.76,18.99,100.0,,CsFAMAPbBrI,nip,10.1007/s10854-019-01446-2,3,Journal of Materials Science: Materials in Electronics,2019-05-07
6219,10.1016/j.nanoen.2017.12.028,2017-12-19,Nano Energy,1.1,21.78,0.7759999999999999,19.0,100.0,1.6,MAPbI,nip,10.1016/j.nanoen.2017.12.028,157,Nano Energy,2017-12-19
6220,10.1021/acsami.8b02987,2018-03-23,ACS Applied Materials & Interfaces,1.1,23.29,0.742,19.0,100.0,1.6,MAPbI,nip,10.1021/acsami.8b02987,38,ACS Applied Materials & Interfaces,2018-03-23
6221,10.1016/j.nanoen.2018.04.027,2018-04-12,Nano Energy,1.13,22.1,0.75,19.0,100.0,1.6,MAPbI,nip,10.1016/j.nanoen.2018.04.027,127,Nano Energy,2018-04-12
6222,10.1002/aenm.201800399,2018-04-10,Advanced Energy Materials,1.03,24.59,0.7140000000000001,19.0,100.0,,FAMAPbI,nip,10.1002/aenm.201800399,48,Advanced Energy Materials,2018-04-10
6223,10.1021/acsami.9b19030,2020-01-20,ACS Applied Materials & Interfaces,1.07,22.11,0.73,19.0,100.0,,FAMAPbBrI,nip,10.1021/acsami.9b19030,5,ACS Applied Materials & Interfaces,2020-01-20
6224,10.1002/aenm.201501310,2015-09-16,Advanced Energy Materials,1.07,23.4,0.759,19.0,100.0,1.55,CsFAPbI,nip,10.1002/aenm.201501310,1021,Advanced Energy Materials,2015-09-16
6225,10.1002/aenm.201901204,2019-06-24,Advanced Energy Materials,1.06,22.9,0.779,19.0,100.0,1.56,FAMAPbBrI,pin,10.1002/aenm.201901204,55,Advanced Energy Materials,2019-06-24
6226,10.1039/c7ta00997f,2017-03-07,Journal of Materials Chemistry A,1.09,23.04,0.753,19.0,100.0,,FAMAPbBrI,nip,10.1039/c7ta00997f,67,Journal of Materials Chemistry A,2017-03-07
6227,10.1016/j.jpowsour.2017.12.082,2018-01-04,Journal of Power Sources,1.043,23.4,0.78,19.0,100.0,1.6,MAPbI,nip,10.1016/j.jpowsour.2017.12.082,37,Journal of Power Sources,2018-01-04
6228,10.1016/j.electacta.2019.04.123,2019-04-19,Electrochimica Acta,1.1,23.0,0.75,19.0,100.0,1.6,MAPbI,nip,10.1016/j.electacta.2019.04.123,4,Electrochimica Acta,2019-04-19
6229,10.1038/nature14133,2015-01-05,Nature,1.12,22.5,0.757,19.0,100.0,,FAMAPbBrI,nip,10.1038/nature14133,4507,Nature,2015-01-05
6230,10.1002/aenm.201702762,2018-01-22,Advanced Energy Materials,1.07,21.94,0.81,19.0,100.0,1.6,MAPbI,pin,10.1002/aenm.201702762,94,Advanced Energy Materials,2018-01-22
6231,10.1021/acsami.6b11757,2016-11-02,ACS Applied Materials & Interfaces,1.06,19.1,0.77,19.0,100.0,1.6,MAPbI,pin,10.1021/acsami.6b11757,128,ACS Applied Materials & Interfaces,2016-11-02
6232,10.1021/jacs.7b04949,2017-08-16,Journal of the American Chemical Society,1.12,22.8,0.794,19.0,100.0,1.59,CsFAMAPbBrI,nip,10.1021/jacs.7b04949,148,Journal of the American Chemical Society,2017-08-16
6233,10.1002/adma.201703980,2017-11-13,Advanced Materials,1.04,23.32,0.784,19.0,100.0,1.6,MAPbI,nip,10.1002/adma.201703980,143,Advanced Materials,2017-11-13
6234,10.1021/acsnano.8b07627,2019-01-24,ACS Nano,1.11,21.57,0.7879999999999999,19.0,100.0,1.6,MAPbI,pin,10.1021/acsnano.8b07627,16,ACS Nano,2019-01-24
6235,10.1021/acsami.9b18082,2020-01-29,ACS Applied Materials & Interfaces,1.148,22.83,0.762,19.0,100.0,1.61,FAMAPbBrI,nip,10.1021/acsami.9b18082,19,ACS Applied Materials & Interfaces,2020-01-29
6236,10.1039/c7ta05378a,2017-09-27,J. Mater. Chem. A,1.085,23.2,0.797,19.0,100.0,,FAMAPbBrI,nip,10.1039/c7ta05378a,74,J. Mater. Chem. A,2017-09-27
6237,10.1039/c9ta09260a,2019-10-09,Journal of Materials Chemistry A,1.1,23.7,0.726,19.0,100.0,1.6,MAPbI,pin,10.1039/c9ta09260a,30,Journal of Materials Chemistry A,2019-10-09
6238,10.1126/science.aah5065,2019-02-08,Science,1.1,22.7,0.76,19.0,100.0,,CsFAMAPbBrI,nip,10.1126/science.aah5065,176,Science,2019-02-08
6239,10.1038/nenergy.2017.38,2017-03-20,Nature Energy,1.084,22.2,0.7709999999999999,19.0,100.0,1.6,MAPbI,nip,10.1038/nenergy.2017.38,384,Nature Energy,2017-03-20
6240,10.1016/j.nanoen.2019.01.059,2019-01-27,Nano Energy,1.14,22.7,0.74,19.0,100.0,1.56,FAMAPbBrI,nip,10.1016/j.nanoen.2019.01.059,28,Nano Energy,2019-01-27
6241,10.1002/solr.201700175,2017-12-24,Solar RRL,1.123,21.9,0.7909999999999999,19.0,100.0,1.58,FAMAPbI,nip,10.1002/solr.201700175,27,Solar RRL,2017-12-24
6242,10.1039/C6EE00413J,2016-03-21,Energy & Environmental Science,,,,19.0,100.0,1.6,MAPbI,pin,10.1039/C6EE00413J,647,Energy & Environmental Science,2016-03-21
6243,10.1002/adma.201706576,2018-03-12,Advanced Materials,1.12,22.48,0.7559999999999999,19.0,100.0,1.6,MAPbI,nip,10.1002/adma.201706576,463,Advanced Materials,2018-03-12
6244,10.1021/acsami.9b01587,2019-03-18,ACS Applied Materials & Interfaces,,,,19.0,100.0,1.6,MAPbI,nip,10.1021/acsami.9b01587,24,ACS Applied Materials & Interfaces,2019-03-18
6245,10.1016/j.nanoen.2016.06.044,2016-06-26,Nano Energy,1.11,22.5,0.758,19.0,100.0,1.6,MAPbI,pin,10.1016/j.nanoen.2016.06.044,172,Nano Energy,2016-06-26
6246,10.1021/acsami.6b05862,2016-07-18,ACS Applied Materials & Interfaces,1.08,22.6,0.778,19.0,100.0,1.6,MAPbI,nip,10.1021/acsami.6b05862,71,ACS Applied Materials & Interfaces,2016-07-18
6247,10.1016/j.solmat.2018.10.020,2018-11-08,Solar Energy Materials and Solar Cells,1.08,22.1,0.7909999999999999,19.0,100.0,1.6,MAPbI,nip,10.1016/j.solmat.2018.10.020,30,Solar Energy Materials and Solar Cells,2018-11-08
6248,10.1002/adma.201606831,2017-04-18,Advanced Materials,1.09,23.2,0.78,19.0,100.0,,FAMAPbI,nip,10.1002/adma.201606831,93,Advanced Materials,2017-04-18
6249,10.1021/acs.jpclett.9b01783,2019-07-21,The Journal of Physical Chemistry Letters,1.14,23.1,0.74,19.0,100.0,,CsFAMAPbBrI,nip,10.1021/acs.jpclett.9b01783,9,The Journal of Physical Chemistry Letters,2019-07-21
6250,10.1002/adma.201603062,2016-09-28,Advanced Materials,1.08,23.3,0.68,19.0,100.0,1.48,FAPbI,nip,10.1002/adma.201603062,407,Advanced Materials,2016-09-28
6251,10.1002/adfm.201905487,2019-10-02,Advanced Functional Materials,1.15,20.5,0.805,19.0,100.0,1.7,MAPbBrI,pin,10.1002/adfm.201905487,19,Advanced Functional Materials,2019-10-02
6252,10.1002/smll.201700484,2017-05-02,Small,1.12,23.35,0.76,19.0,100.0,,CsFAMAPbI,nip,10.1002/smll.201700484,84,Small,2017-05-02
6253,10.1039/c6ee00413j,2016-03-21,Energy & Environmental Science,,,,19.0,100.0,1.6,MAPbI,pin,10.1039/c6ee00413j,647,Energy & Environmental Science,2016-03-21
6254,10.1021/acsami.0c06315,2020-07-06,ACS Applied Materials & Interfaces,1.11,22.0,0.78,19.0,100.0,1.585,MAPbI,nip,10.1021/acsami.0c06315,6,ACS Applied Materials & Interfaces,2020-07-06
6255,10.1002/smll.201804465,2019-01-29,Small,1.05,22.0,0.75,19.0,100.0,1.6,MAPbI,nip,10.1002/smll.201804465,23,Small,2019-01-28
6256,10.1002/solr.202000191,2020-05-08,Solar RRL,1.01,23.2,0.81,19.0,100.0,,CsFAPbI,pin,10.1002/solr.202000191,5,Solar RRL,2020-05-08
6257,10.1002/aenm.201800438,2018-06-21,Advanced Energy Materials,1.11,22.7,0.78,19.0,100.0,1.6,MAPbI,pin,10.1002/aenm.201800438,70,Advanced Energy Materials,2018-06-21
6258,10.1039/c9sc01697j,2019-06-04,Chemical Science,1.09,22.12,0.799,19.01,100.0,1.6,MAPbI,nip,10.1039/c9sc01697j,48,Chemical Science,2019-06-04
6259,10.1039/c9nr01836k,2019-04-08,Nanoscale,1.01,22.75,0.804,19.01,100.0,1.6,MAPbI,pin,10.1039/c9nr01836k,6,Nanoscale,2019-04-08
6260,10.1039/c8ee00036k,2018-04-05,Energy & Environmental Science,1.05,22.35,0.81,19.01,100.0,1.6,MAPbI,nip,10.1039/c8ee00036k,150,Energy & Environmental Science,2018-04-05
6261,10.1039/c8ta02121j,2018-04-17,Journal of Materials Chemistry A,1.09,22.89,0.76,19.01,100.0,,FAMAPbBrI,nip,10.1039/c8ta02121j,36,Journal of Materials Chemistry A,2018-04-17
6262,10.1002/adfm.201704836,2017-11-30,Advanced Functional Materials,1.103,22.55,0.782,19.02,100.0,1.48,FAPbI,pin,10.1002/adfm.201704836,89,Advanced Functional Materials,2017-11-30
6263,10.1039/c8ta09724k,2018-12-17,Journal of Materials Chemistry A,1.02,23.82,0.787,19.02,100.0,1.6,MAPbI,nip,10.1039/c8ta09724k,29,Journal of Materials Chemistry A,2018-12-17
6264,10.1039/c8ta10170a,2019-01-08,Journal of Materials Chemistry A,1.137,23.19,0.737,19.03,100.0,,FAMAPbBrI,nip,10.1039/c8ta10170a,12,Journal of Materials Chemistry A,2019-01-08
6265,10.1016/j.jpowsour.2018.07.093,2018-07-27,Journal of Power Sources,1.136,22.29,0.7509999999999999,19.03,100.0,1.63,CsFAMAPbBrI,nip,10.1016/j.jpowsour.2018.07.093,37,Journal of Power Sources,2018-07-27
6266,10.1016/j.orgel.2019.05.008,2019-05-09,Organic Electronics,1.1,24.04,0.7140000000000001,19.03,100.0,,CsFAMAPbBrI,nip,10.1016/j.orgel.2019.05.008,22,Organic Electronics,2019-05-09
6267,10.1021/acsami.8b02624,2018-04-10,ACS Applied Materials & Interfaces,1.128,21.91,0.77,19.03,100.0,,CsFAMAPbBrI,nip,10.1021/acsami.8b02624,59,ACS Applied Materials & Interfaces,2018-04-10
6268,10.1039/c7ta01718a,2017-03-29,Journal of Materials Chemistry A,1.13,21.7,0.78,19.03,100.0,,FAMAnanBrI,nip,10.1039/c7ta01718a,171,Journal of Materials Chemistry A,2017-03-29
6269,10.1039/c8se00451j,2018-12-05,Sustainable Energy & Fuels,1.12,22.84,0.76,19.03,100.0,,CsFAMAPbBrI,nip,10.1039/c8se00451j,27,Sustainable Energy & Fuels,2018-12-05
6270,10.1039/c8ta12217b,2019-02-14,Journal of Materials Chemistry A,1.088,22.83,0.7659999999999999,19.03,100.0,1.6,MAPbI,nip,10.1039/c8ta12217b,27,Journal of Materials Chemistry A,2019-02-14
6271,10.1016/j.jechem.2019.10.006,2019-10-19,Journal of Energy Chemistry,1.12,23.27,0.73,19.03,100.0,1.59,MAPbI | (BEA)PbI,nip,10.1016/j.jechem.2019.10.006,18,Journal of Energy Chemistry,2019-10-19
6272,10.1039/c8ta05636f,2018-07-11,Journal of Materials Chemistry A,1.1,22.89,0.78,19.04,100.0,1.6,MAPbI,pin,10.1039/c8ta05636f,18,Journal of Materials Chemistry A,2018-07-11
6273,10.1021/acsami.7b05892,2017-07-19,ACS Applied Materials & Interfaces,1.072,23.31,0.762,19.04,100.0,1.6,MAPbI,nip,10.1021/acsami.7b05892,13,ACS Applied Materials & Interfaces,2017-07-19
6274,10.1002/solr.201900154,2019-05-29,Solar RRL,1.104,22.19,0.777,19.04,100.0,1.6,MAPbI,nip,10.1002/solr.201900154,24,Solar RRL,2019-05-29
6275,10.1016/j.mssp.2019.104809,2019-11-03,Materials Science in Semiconductor Processing,1.11,21.98,0.78,19.04,100.0,,CsFAMAPbBrI,nip,10.1016/j.mssp.2019.104809,19,Materials Science in Semiconductor Processing,2019-11-03
6276,10.1039/c9ra01186b,2019-03-11,RSC Advances,1.05,22.95,0.79,19.05,100.0,1.6,MAPbI,nip,10.1039/c9ra01186b,14,RSC Advances,2019-03-11
6277,10.1039/c8ta05264f,2018-06-18,Journal of Materials Chemistry A,1.06,22.05,0.8,19.05,100.0,1.59,MAPbI,pin,10.1039/c8ta05264f,18,Journal of Materials Chemistry A,2018-06-18
6278,10.1002/adma.201706126,2018-02-07,Advanced Materials,1.12,22.39,0.792,19.05,100.0,,CsFAMAPbBrI,nip,10.1002/adma.201706126,178,Advanced Materials,2018-02-07
6279,10.1039/c8ta12206g,2019-01-09,Journal of Materials Chemistry A,1.093,22.5,0.775,19.05,100.0,1.6,MAPbI,nip,10.1039/c8ta12206g,50,Journal of Materials Chemistry A,2019-01-09
6280,10.1039/c9ta05048e,2019-07-12,Journal of Materials Chemistry A,1.103,23.08,0.75,19.05,100.0,1.6,MAPbI,nip,10.1039/c9ta05048e,26,Journal of Materials Chemistry A,2019-07-12
6281,10.1021/acsami.7b13380,2017-11-28,ACS Applied Materials & Interfaces,1.09,22.17,0.7879999999999999,19.05,100.0,,FAMAPbBrI,nip,10.1021/acsami.7b13380,26,ACS Applied Materials & Interfaces,2017-11-28
6282,10.1002/solr.201800088,2018-05-29,Solar RRL,1.08,23.53,0.77,19.06,100.0,1.565,FAMAPbI,pin,10.1002/solr.201800088,45,Solar RRL,2018-05-29
6283,10.1039/c7ta09716f,2017-12-01,Journal of Materials Chemistry A,1.07,23.08,0.772,19.06,100.0,1.5,MAPbI,pin,10.1039/c7ta09716f,53,Journal of Materials Chemistry A,2017-12-01
6284,10.1021/acs.chemmater.8b02970,2018-10-29,Chemistry of Materials,1.1,22.81,0.7959999999999999,19.06,100.0,1.64,(HEA)CsFAPbBrI,nip,10.1021/acs.chemmater.8b02970,21,Chemistry of Materials,2018-10-29
6285,10.1002/adfm.201900484,2019-04-03,Advanced Functional Materials,1.07,22.52,0.7929999999999999,19.06,100.0,1.5,MAPbI,pin,10.1002/adfm.201900484,38,Advanced Functional Materials,2019-04-03
6286,10.1021/jacs.8b06291,2018-07-14,Journal of the American Chemical Society,1.03,23.6,0.7829999999999999,19.07,100.0,1.6,MAPbI,pin,10.1021/jacs.8b06291,109,Journal of the American Chemical Society,2018-07-14
6287,10.1021/acsaem.8b01978,2019-02-06,ACS Applied Energy Materials,1.005,24.16,0.785,19.07,100.0,1.546,FAMAPbI,nip,10.1021/acsaem.8b01978,5,ACS Applied Energy Materials,2019-02-06
6288,10.1021/acsami.8b00021,2018-03-06,ACS Applied Materials & Interfaces,1.1,22.35,0.7759999999999999,19.07,100.0,,CsFAMAPbBrI,nip,10.1021/acsami.8b00021,25,ACS Applied Materials & Interfaces,2018-03-06
6289,10.1021/acsami.7b10994,2017-10-13,ACS Applied Materials & Interfaces,1.08,22.8,0.77,19.07,100.0,1.5,MAPbI,nip,10.1021/acsami.7b10994,67,ACS Applied Materials & Interfaces,2017-10-13
6290,10.1002/solr.201700213,2018-01-18,Solar RRL,1.1,22.78,0.775,19.08,100.0,,CsFAMAPbBrI,nip,10.1002/solr.201700213,64,Solar RRL,2018-01-18
6291,10.1039/c9tc03375k,2019-09-04,Journal of Materials Chemistry C,1.09,22.75,0.77,19.09,100.0,,MAPbI,nip,10.1039/c9tc03375k,25,Journal of Materials Chemistry C,2019-09-04
6292,10.1021/acs.jpclett.7b02160,2017-10-02,The Journal of Physical Chemistry Letters,1.09,22.75,0.77,19.09,100.0,1.6,MAPbI,pin,10.1021/acs.jpclett.7b02160,39,The Journal of Physical Chemistry Letters,2017-10-02
6293,10.1039/c8tc05975f,2019-03-02,Journal of Materials Chemistry C,1.1,22.5,0.7709999999999999,19.09,100.0,,FAMAPbBrI,nip,10.1039/c8tc05975f,25,Journal of Materials Chemistry C,2019-03-01
6294,10.1016/j.solener.2019.11.004,2019-11-12,Solar Energy,1.15,22.95,0.76,19.09,100.0,,FAMAPbBrI,nip,10.1016/j.solener.2019.11.004,19,Solar Energy,2019-11-12
6295,10.1021/acsami.8b15130,2018-10-19,ACS Applied Materials & Interfaces,1.06,21.9,0.8140000000000001,19.1,100.0,1.6,MAPbI,pin,10.1021/acsami.8b15130,23,ACS Applied Materials & Interfaces,2018-10-19
6296,10.1016/j.nanoen.2019.01.060,2019-01-27,Nano Energy,1.17,22.4,0.73,19.1,100.0,,CsFAMARbPbBrI,nip,10.1016/j.nanoen.2019.01.060,52,Nano Energy,2019-01-27
6297,10.1039/c5nr08458j,2015-12-31,Nanoscale,1.11,22.1,0.78,19.1,100.0,1.6,MAPbI,nip,10.1039/c5nr08458j,62,Nanoscale,2015-12-31
6298,10.1021/acsami.9b05101,2019-05-16,ACS Applied Materials & Interfaces,1.05,23.62,0.768,19.1,100.0,1.6,MAPbI,nip,10.1021/acsami.9b05101,12,ACS Applied Materials & Interfaces,2019-05-16
6299,10.1246/cl.190692,2019-11-20,Chemistry Letters,1.0,25.1,0.765,19.1,100.0,,CsFAPbI,nip,10.1246/cl.190692,2,Chemistry Letters,2019-11-20
6300,10.1002/adfm.201902629,2019-07-04,Advanced Functional Materials,1.06,22.39,0.81,19.1,100.0,,CsFAMAPbBrI,pin,10.1002/adfm.201902629,55,Advanced Functional Materials,2019-07-04
6301,10.1002/aenm.201800715,2018-04-17,Advanced Energy Materials,1.15,21.68,0.76,19.1,100.0,1.6,FAMAPbBrI,nip,10.1002/aenm.201800715,116,Advanced Energy Materials,2018-04-17
6302,10.1002/solr.201800324,2019-01-24,Solar RRL,1.12,22.5,0.759,19.1,100.0,1.6,MAPbI,nip,10.1002/solr.201800324,14,Solar RRL,2019-01-24
6303,10.1002/ente.201800378,2018-06-14,Energy Technology,1.09,23.09,0.759,19.1,100.0,,FAMAPbBrI,nip,10.1002/ente.201800378,22,Energy Technology,2018-06-14
6304,10.1002/solr.201800084,2018-06-06,Solar RRL,1.14,21.2,0.789,19.1,100.0,1.6,MAPbI,pin,10.1002/solr.201800084,5,Solar RRL,2018-06-06
6305,10.1039/c8ta06730a,2018-08-28,Journal of Materials Chemistry A,1.0759999999999998,22.14,0.82,19.1,100.0,1.6,MAPbI,pin,10.1039/c8ta06730a,20,Journal of Materials Chemistry A,2018-08-28
6306,10.1016/j.jpowsour.2019.03.050,2019-04-08,Journal of Power Sources,1.09,22.7,0.77,19.1,100.0,,FAMAPbBrI,nip,10.1016/j.jpowsour.2019.03.050,18,Journal of Power Sources,2019-04-07
6307,10.1002/aenm.201701757,2017-09-18,Advanced Energy Materials,1.109,22.31,0.7759999999999999,19.1,100.0,1.6,MAPbI,nip,10.1002/aenm.201701757,224,Advanced Energy Materials,2017-09-18
6308,10.1039/c8tc06297h,2019-02-06,Journal of Materials Chemistry C,1.125,22.5,0.755,19.1,100.0,,CsFAMAPbBrI,nip,10.1039/c8tc06297h,10,Journal of Materials Chemistry C,2019-02-06
6309,10.1016/j.electacta.2018.11.066,2018-11-14,Electrochimica Acta,1.09,23.8,0.74,19.1,100.0,1.6,MAPbI,nip,10.1016/j.electacta.2018.11.066,14,Electrochimica Acta,2018-11-14
6310,10.1002/adma.201707350,2018-05-08,Advanced Materials,,,,19.1,100.0,,CsFAMAPbBrI,nip,10.1002/adma.201707350,129,Advanced Materials,2018-05-08
6311,10.1039/c9ta02566a,2019-04-17,Journal of Materials Chemistry A,1.08,23.4,0.77,19.1,100.0,1.6,MAPbI,nip,10.1039/c9ta02566a,46,Journal of Materials Chemistry A,2019-04-17
6312,10.1021/acs.jpcc.8b09595,2018-10-17,The Journal of Physical Chemistry C,,,,19.1,100.0,1.6,MAPbI,nip,10.1021/acs.jpcc.8b09595,17,The Journal of Physical Chemistry C,2018-10-17
6313,10.1002/solr.201900463,2020-01-24,Solar RRL,1.1,23.1,0.7559999999999999,19.1,100.0,1.59,(PEA)FAMAPbBrI,nip,10.1002/solr.201900463,1,Solar RRL,2020-01-24
6314,10.1002/aenm.201601733,2016-12-19,Advanced Energy Materials,1.07,23.01,0.778,19.1,100.0,1.6,FAMAPbBrI,nip,10.1002/aenm.201601733,81,Advanced Energy Materials,2016-12-19
6315,10.1038/s41598-017-06245-5,2017-07-17,Scientific Reports,1.068,24.3,0.736,19.1,100.0,1.6,MAPbI,nip,10.1038/s41598-017-06245-5,74,Scientific Reports,2017-07-17
6316,10.1002/aenm.201602121,2016-12-15,Advanced Energy Materials,1.074,21.8,0.816,19.1,100.0,1.55,MAPbI,nip,10.1002/aenm.201602121,191,Advanced Energy Materials,2016-12-15
6317,10.1038/s41467-018-06317-8,2018-09-18,Nature Communications,1.09,22.2,0.79,19.1,100.0,1.6,MAPbI,nip,10.1038/s41467-018-06317-8,77,Nature Communications,2018-09-18
6318,10.1063/1.5123400,2019-10-01,AIP Advances,1.048,23.7,0.767,19.1,100.0,1.59,CsFAPbBrI,nip,10.1063/1.5123400,3,AIP Advances,2019-10-01
6319,10.1002/solr.201900176,2019-06-25,Solar RRL,1.165,21.08,0.778,19.1,100.0,,CsFAMAPbBrI,nip,10.1002/solr.201900176,24,Solar RRL,2019-06-25
